target,candidate,members,weights,r2
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.3,0.6,0.1",0.7813935087790949
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.3,0.7,0.0",0.6586155942190625
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.4,0.0,0.6",0.8772587014305544
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.4,0.1,0.5",0.9345885517584545
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.4,0.2,0.4",0.9600723213401589
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.4,0.3,0.3",0.9537100101756677
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.4,0.4,0.2",0.915501618264981
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.4,0.5,0.1",0.8454471456080986
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.4,0.6,0.0",0.7435465922050208
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.5,0.0,0.5",0.9011328677586938
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.5,0.1,0.4",0.9474939984973527
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.5,0.2,0.3",0.9620090484898162
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.5,0.3,0.2",0.944678017736084
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.5,0.4,0.1",0.8955009062361562
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.5,0.5,0.0",0.8144777139900328
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.6,0.0,0.4",0.9209157994536004
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.6,0.1,0.3",0.9563082106030183
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.6,0.2,0.2",0.9598545410062406
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.6,0.3,0.1",0.9315547906632673
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.6,0.4,0.0",0.8714089595740985
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.7,0.0,0.3",0.9366074965152741
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.7,0.1,0.2",0.961031188075451
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.7,0.2,0.1",0.9536087988894322
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.7,0.3,0.0",0.9143403289572178
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.8,0.0,0.2",0.9482079589437149
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.8,0.1,0.1",0.9616629309146507
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.8,0.2,0.0",0.9432718221393909
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.9,0.0,0.1",0.9557171867389228
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.9,0.1,0.0",0.9582034391206176
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","1.0,0.0,0.0",0.9591351799008979
